Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"Kitsap County, WA",53035,White,2106-3,2014,2014,33 years,33,109
,"Kitsap County, WA",53035,White,2106-3,2014,2014,34 years,34,120
,"Kitsap County, WA",53035,White,2106-3,2014,2014,35 years,35,86
,"Kitsap County, WA",53035,White,2106-3,2014,2014,36 years,36,76
,"Kitsap County, WA",53035,White,2106-3,2014,2014,37 years,37,60
,"Kitsap County, WA",53035,White,2106-3,2014,2014,38 years,38,32
,"Kitsap County, WA",53035,White,2106-3,2014,2014,39 years,39,40
,"Kitsap County, WA",53035,White,2106-3,2014,2014,40 years,40,24
,"Kitsap County, WA",53035,White,2106-3,2014,2014,41 years,41,17
,"Kitsap County, WA",53035,White,2106-3,2015,2015,17 years,17,15
,"Kitsap County, WA",53035,White,2106-3,2015,2015,18 years,18,18
,"Kitsap County, WA",53035,White,2106-3,2015,2015,19 years,19,41
,"Kitsap County, WA",53035,White,2106-3,2015,2015,20 years,20,96
,"Kitsap County, WA",53035,White,2106-3,2015,2015,21 years,21,93
,"Kitsap County, WA",53035,White,2106-3,2015,2015,22 years,22,122
,"Kitsap County, WA",53035,White,2106-3,2015,2015,23 years,23,135
,"Kitsap County, WA",53035,White,2106-3,2015,2015,24 years,24,165
,"Kitsap County, WA",53035,White,2106-3,2015,2015,25 years,25,162
,"Kitsap County, WA",53035,White,2106-3,2015,2015,26 years,26,169
,"Kitsap County, WA",53035,White,2106-3,2015,2015,27 years,27,160
,"Kitsap County, WA",53035,White,2106-3,2015,2015,28 years,28,173
,"Kitsap County, WA",53035,White,2106-3,2015,2015,29 years,29,185
,"Kitsap County, WA",53035,White,2106-3,2015,2015,30 years,30,158
,"Kitsap County, WA",53035,White,2106-3,2015,2015,31 years,31,151
,"Kitsap County, WA",53035,White,2106-3,2015,2015,32 years,32,145
,"Kitsap County, WA",53035,White,2106-3,2015,2015,33 years,33,139
,"Kitsap County, WA",53035,White,2106-3,2015,2015,34 years,34,118
,"Kitsap County, WA",53035,White,2106-3,2015,2015,35 years,35,96
,"Kitsap County, WA",53035,White,2106-3,2015,2015,36 years,36,75
,"Kitsap County, WA",53035,White,2106-3,2015,2015,37 years,37,43
,"Kitsap County, WA",53035,White,2106-3,2015,2015,38 years,38,36
,"Kitsap County, WA",53035,White,2106-3,2015,2015,39 years,39,30
,"Kitsap County, WA",53035,White,2106-3,2015,2015,40 years,40,22
,"Kitsap County, WA",53035,White,2106-3,2015,2015,41 years,41,22
,"Kitsap County, WA",53035,White,2106-3,2015,2015,42 years,42,13
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,17 years,17,10
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,19 years,19,30
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,20 years,20,45
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,21 years,21,31
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,22 years,22,37
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,23 years,23,55
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,24 years,24,53
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,25 years,25,71
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,26 years,26,63
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,27 years,27,65
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,28 years,28,68
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,29 years,29,79
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,30 years,30,69
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,31 years,31,66
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,32 years,32,56
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,33 years,33,52
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,34 years,34,47
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,35 years,35,34
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,36 years,36,36
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,37 years,37,31
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,38 years,38,13
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,39 years,39,26
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,40 years,40,21
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2011,2011,41 years,41,12
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,18 years,18,16
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,19 years,19,29
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,20 years,20,37
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,21 years,21,32
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,22 years,22,49
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,23 years,23,48
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,24 years,24,64
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,25 years,25,58
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,26 years,26,58
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,27 years,27,59
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,62
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,29 years,29,81
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,81
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,31 years,31,76
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,32 years,32,80
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,33 years,33,56
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,34 years,34,51
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,35 years,35,44
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,36 years,36,34
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,37 years,37,34
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,38 years,38,36
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2012,2012,39 years,39,20
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,18 years,18,13
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,19 years,19,21
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,20 years,20,37
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,21 years,21,40
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,22 years,22,49
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,23 years,23,46
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,24 years,24,49
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,25 years,25,60
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,26 years,26,64
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,27 years,27,76
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,28 years,28,66
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,29 years,29,83
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,30 years,30,77
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,31 years,31,70
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,32 years,32,71
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,33 years,33,57
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,34 years,34,61
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,35 years,35,45
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,36 years,36,30
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,37 years,37,37
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,38 years,38,26
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,39 years,39,17
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,40 years,40,14
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2013,2013,41 years,41,11
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,18 years,18,12
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,19 years,19,18
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,20 years,20,39
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,21 years,21,48
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,22 years,22,47
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,23 years,23,44
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,24 years,24,52
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,25 years,25,66
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,26 years,26,72
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,27 years,27,62
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,70
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,29 years,29,87
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,91
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,31 years,31,90
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,32 years,32,60
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,85
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,34 years,34,54
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,35 years,35,46
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,36 years,36,49
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,37 years,37,28
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,38 years,38,28
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,39 years,39,22
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,40 years,40,10
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2014,2014,41 years,41,14
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,17 years,17,11
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,18 years,18,10
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,19 years,19,20
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,20 years,20,29
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,21 years,21,37
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,22 years,22,49
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,23 years,23,45
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,24 years,24,47
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,25 years,25,57
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,45
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,81
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,83
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,92
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,30 years,30,71
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,76
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,73
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,71
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,34 years,34,66
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,61
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,36 years,36,54
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,37 years,37,31
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,38 years,38,33
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,39 years,39,30
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,40 years,40,22
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,41 years,41,15
,"Pierce County, WA",53053,Asian or Pacific Islander,A-PI,2015,2015,42 years,42,11
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,17 years,17,19
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,18 years,18,32
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,19 years,19,56
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,20 years,20,87
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,21 years,21,77
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,22 years,22,92
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,23 years,23,76
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,24 years,24,85
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,25 years,25,67
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,26 years,26,69
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,27 years,27,57
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,28 years,28,55
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,29 years,29,50
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,30 years,30,49
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,31 years,31,42
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,32 years,32,28
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,33 years,33,37
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,34 years,34,23
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,35 years,35,24
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,36 years,36,10
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,37 years,37,12
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,38 years,38,10
,"Pierce County, WA",53053,Black or African American,2054-5,2011,2011,39 years,39,11
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,18 years,18,22
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,19 years,19,57
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,20 years,20,66
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,21 years,21,67
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,22 years,22,76
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,23 years,23,69
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,24 years,24,81
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,25 years,25,70
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,26 years,26,83
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,27 years,27,54
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,28 years,28,66
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,29 years,29,53
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,30 years,30,48
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,31 years,31,54
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,32 years,32,45
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,33 years,33,41
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,34 years,34,34
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,35 years,35,24
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,36 years,36,23
,"Pierce County, WA",53053,Black or African American,2054-5,2012,2012,37 years,37,25
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,17 years,17,12
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,18 years,18,22
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,19 years,19,41
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,20 years,20,67
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,21 years,21,73
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,22 years,22,82
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,23 years,23,78
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,24 years,24,74
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,25 years,25,81
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,26 years,26,81
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,27 years,27,73
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,28 years,28,57
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,29 years,29,59
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,30 years,30,58
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,31 years,31,49
,"Pierce County, WA",53053,Black or African American,2054-5,2013,2013,32 years,32,43
